media_id,date,time,type,product_type,caption_full,caption_len,likes,comments,permalink
18127583563544793,2026-06-08,17:07,Reel,REELS,"⁨	במהלך ריאיון בלבנון עם חבר פרלמנט מטעם חיזבאללה, הציג המגיש שאלה שהופנתה לאולפן מטעם דובר צה""ל בערבית, אביחי אדרעי, בנוגע למוצב הבופור (קלעת א-שקיף). המרואיין סירב להשיב, בטענה כי אין לנהל שיח עקיף עם התקשורת הישראלית.   @roikais",231,2667,34,https://www.instagram.com/reel/DZU-EGLjLil/
18090919811622704,2026-06-08,17:47,Reel,REELS,"⁨	""צרצרים!"" 🦗  ביום של חילופי אש מול איראן, כשהכנסת עבדה במתכונת מצומצמת, ועדת הכנסת דנה בבקשת החסינות הפלילית של ח""כ טלי גוטליב מהליכוד. לצד האשמות קשות נגד ראשי מערכת הביטחון, גוטליב סיפקה את רגע השיא של הדיון כשהחלה לחקות קולות של צרצרים בלייב כדי לעקוץ את חברי האופוזיציה. צפו בחיקוי שהשאיר את הנוכחים בהלם⁩  @dikla_aharon",326,834,399,https://www.instagram.com/reel/DZVCrGfE79r/
17962810856944218,2026-06-08,18:43,Reel,REELS,"⁨	""איראן וחיזבאללה ניסו לכפות עלינו משוואה חדשה: זה לא קרה, וזה גם לא יקרה"": כמעט יממה אחרי תחילת הסבב מול איראן, נתניהו התייחס לאירועים הערב בהצהרה מוקלטת. רה""מ אמר  שהאש בחזית איראן נצורה כרגע, אך אם היא תתקוף שוב, ישראל תגיב בעוצמה. עוד הוסיף נתניהו כי עדכן את טראמפ בעניין⁩",277,1423,372,https://www.instagram.com/reel/DZVJJIlEm_f/
18104839109056313,2026-06-08,18:54,Photo,FEED,"סבב בזק: אחרי ההודעה על נצירת האש - הלימודים מחר יתקיימו ברחבי הארץ   חוזרים לשגרה: פיקוד העורף עדכן את ההנחיות, הלימודים מחר יתקיימו ברחבי הארץ. בקו העימות הלימודים יתקיימו במרחבים מוגנים או במבנים שניתן להגיע מהם למרחב מוגן תקני בתוך זמן ההתגוננות  Liran Kogahinoff  📸: אילוסטרציה",282,398,5,https://www.instagram.com/p/DZVKZ9UjvOx/
18082435430564637,2026-06-08,20:20,Reel,REELS,האיום האיראני נתפס בעדשה?? @gilicohen10,39,1071,17,https://www.instagram.com/reel/DZVUOpwE93j/
18118734679766200,2026-06-09,08:35,Photo,FEED,"⁨	טראמפ: ארצות הברית תשיג ""ניצחון מוחלט"" על איראן תוך שבועיים 👇  טראמפ שוחח לזמן קצר עם כתב ""סקיי ניוז"", ששאל אותו אם ישתף פעולה אם נתניהו יחדש את הלחימה נגד איראן. טראמפ השיב ""אני לא חושב שזה יקרה. הכול מתנהל היטב, איראן עושה מה שהם צריכים לעשות. אני לא חושב שזה יקרה"". טראמפ לא ענה וניתק את השיחה כשהכתב ניסה להבין מה יקרה ונתניהו לא ימלא אחר מבוקשו של טראמפ לנצירת האש בין ישראל ואיראן.   בשיחה אחרת אמר הנשיא כי מצר הורמוז ייפתח באופן מיידי לאחר הסכם אפשרי - שעשוי להיחתם תוך יומיים או שלושה.  ‪@nathanguttman‬  📸: AP⁩",522,1203,114,https://www.instagram.com/p/DZWoWgpF3Ck/
18231524440310820,2026-06-09,09:15,Reel,REELS,"⁨	טראמפ התייחס הלילה בשורת ריאיונות למצב במזרח התיכון, וסיפר על השיחה עם נתניהו אחרי הירי מאיראן: ""לא אמרתי לו שלא יתקוף חזרה, אלא שיפסיק מהר ככל הניתן"". כזכור, גורמים המעורים בפרטים טוענים כי השיחה הייתה תקיפה מאוד. לדבריהם, טראמפ הבהיר במהלכה כי אם ישראל תצא לתקיפה רחבה באיראן - היא תישאר לבד.  ‪@itamar.margalit‬⁩",317,2377,108,https://www.instagram.com/reel/DZWs7suCe9B/
18093480347257744,2026-06-09,11:46,Photo,FEED,"גיבור בחייו ובמותו: הקצין שנפל בלבנון והעניק חיים לשישה ישראלים  סרן שחר גמלא ז""ל, בן 23, נפל מפגיעת רחפן נפץ בלבנון. בתוך השכול והכאב העצום שפקד אותם, קיבלה משפחתו החלטה אצילית – לתרום את איבריו ובכך להציל חיים של אחרים.  איבריו של שחר העניקו חיים חדשים לשישה חולים: ליבו הושתל בגבר בן 54, וריאותיו בגבר בן 47. כבדו הושתל בבן 69 , ואונת כבד הוענקה לילדה בת 7. שתי כליותיו הושתלו בגבר ואישה, בני 37 ו-72. במקביל, נתרם עור לבנק הארצי לטובת נפגעי כוויות, ושתי קרניות מאור עיניו יסייעו להשיב את הראייה למטופלים נוספים.  לאה, אימו של שחר, סיפרה על ההחלטה: ״אין דבר יותר גדול מתרומת האיברים - זה משאיר את שחר לחיות באנשים אחרים. אנחנו עושים זאת בשמחה ובאהבה גדולה״.  @nov_reuveny",674,6114,299,https://www.instagram.com/p/DZW-Pr4jYUE/
17956598367135522,2026-06-09,12:30,Reel,REELS,⁨	משני צידי המפה הפוליטית: מה עומד מאחורי היחס העוין של הספרדים לישראל? #רקשתדעו⁩,81,5748,293,https://www.instagram.com/reel/DZXDHp_itog/
18138177289492213,2026-06-09,14:37,Reel,REELS,"""אתם רוצים מדינה עם אספסוף כזה?"": השסע הישן של 81' מתעורר מחדש ברחובות ישראל ב-2026 - האם אנחנו בדרך למערכת בחירות אלימה וקשה עוד יותר?  (אלון שרביט)",149,825,96,https://www.instagram.com/reel/DZXRuRvFJno/
17967175061921461,2026-06-09,15:16,Photo,FEED,"מדים, דרגות ומארב מתוכנן לחיסול 👇  שוטר מג""ב ושני קרובי משפחתו - קצינים בצה""ל ובהם אל""ם במיל' מהפזורה הבדואית - נעצרו בחשד שתכננו יחד מארב לניסיון רצח שאירע לפני כחודש. לפי הודעת מח""ש, השלושה הובאו לבית משפט השלום בבאר שבע, שם הוארך מעצרו של השוטר ב-9 ימים, ומעצרם של שני הקצינים הנוספים הוארך ב-3 ימים  (אורלי אלקלעי) @asaf_pozailov  התמונה נוצרה באמצעות AI ✨",360,2282,50,https://www.instagram.com/p/DZXWQw3ltay/
18330462808269665,2026-06-09,16:26,Reel,REELS,"שיאים חדשים בכנסת: בדיון על הסרת חסינותה בגין חשיפת פרטי איש שב""כ, תקפה ח""כ גוטליב את היועמ""שית והשוותה את הייעוץ המשפטי ל""ארגון פשע"". העימות הסלים כשהח""כית קטעה את היועמ""שית שוב ושוב, ובתגובה למחאות האופוזיציה בחרה גוטליב לחקות נביחות כלבים לעברם  @dikla_aharon  📸: ערוץ כנסת",276,1330,762,https://www.instagram.com/reel/DZXeNj6jxgi/
17914119342200883,2026-06-09,18:14,Reel,REELS,"כך פועלת מכונת ההפגנות נגד הגיוס: הצצה בלעדית לחמ""ל הסודי שמגן על העריקים. כל התיעודים - הערב במהדורת כאן חדשות  @daniel.grovais",128,3016,283,https://www.instagram.com/reel/DZXqh8cDK9o/
17888339952558827,2026-06-09,20:02,Photo,FEED,"נשיא ארה""ב האשים בפוסט ברשת Truth שבבעלותו את איראן בהפלת מסוק האפאצ'י האמריקני, שהתרסק באזור מצר הורמוז הלילה. שני אנשי הצוות שהיו במסוק חולצו בשלום. לדברי טראמפ, המסוק הופל בזמן שביצע סיור באזור, וארה""ב ""תהיה חייבת להגיב"" על התקרית  @ramelibrandts @gilicohen10  📸: AP Photo/Aaron Favila, AP Photo/Julia Demaree Nikhinson",322,955,59,https://www.instagram.com/p/DZX29o-liQM/
18090501893038866,2026-06-09,21:41,Reel,REELS,"החמ""ל שמוביל את המלחמה נגד הגיוס נחשף: ""הדרישה - לשחרר את החטוף שלנו""  @daniel.grovais",86,688,430,https://www.instagram.com/reel/DZYCQYAACZF/
18100257791328149,2026-06-09,22:49,Photo,FEED,"״שירות בשיריון אסור לפי ההלכה״ 👇  שבוע לפני מועד החיול הקרוב, 12 ראשי ישיבות הסדר הודיעו הערב על הפסקת גיוס תלמידיהם לחיל השריון בגיוס הבא.  המחזור הראשון בפיילוט לשילוב לוחמות בשיריון אמור היה לצאת לדרך בנובמבר 2025, אבל בסופו של דבר נדחה לנובמבר 2026  במכתב, עליו חתומים רבנים מישיבות אלון מורה, חולון, שדרות, ישיבת הכותל ורבני ישיבות נוספות, נכתב כי הם ״רואים בחומרה רבה את החלטת בג""ץ לחייב את צה""ל לשלב לוחמות בשריון המתמרן. אנו כואבים את התשובה הרופסת של מדינת ישראל וצה""ל, שלא הביעו התנגדות למהלך זה. הכנסת חיילות לטנקים במעורב עם חיילים בנים - יש בה פגיעה רוחנית ומעשית ביכולת הלחימה"". לכן, לדבריהם: ""החלטנו ששירות בשריון אסור על פי ההלכה ולכן לא נשלח את תלמידנו לשירות בשריון החל מהגיוס הבא״  @daniel.grovais 📸: פלאש 90",727,1087,419,https://www.instagram.com/p/DZYKDiXmw9a/
17919366054385106,2026-06-10,00:52,Photo,FEED,"דרמה לילית במפרץ הפרסי: ארה""ב החלה בתקיפות נגד מטרות איראניות בתגובה להפלת מסוק האפאצ'י. על פי פיקוד המרכז האמריקני (סנטקום), מדובר ב""תגובה פרופורציונלית לתוקפנות איראנית בלתי מוצדקת"". במקביל, הנשיא טראמפ הבהיר כי התגובה האמריקנית ""חייבת להיות חזקה מאוד ורבת עוצמה, כמו שהיא"" - וסימן שהפעולה הצבאית היא הדרך היחידה להשיב לאירועי היממה האחרונה.  באיראן אישרו את הדיווחים על פגיעות במספר מוקדים לאורך מצר הורמוז, בהם האיים קשם וסיריכ, וכן בערים ג'אסכ ומינאב. על פי הדיווחים בכלי התקשורת האיראניים, היעדים המותקפים כוללים בסיסי חיל ים וסוללות טילי חוף-ים. במערכת הביטחון עוקבים בדריכות אחר ההתפתחויות  (נתן גוטמן, רם ברנדס, לירן אהרוני, עומר שחר, איתי בלומנטל, כרמלה מנשה) 📸: AP/Alex Brandon",688,1046,56,https://www.instagram.com/p/DZYYN1mDETX/
17994883070976025,2026-06-10,08:17,Photo,FEED,מרגש: שורד השבי רום ברסלבסקי נפגש עם נשיא ארה״ב דונלד טראמפ והודה לו - ״אתה האיש שהוציא אותי מהגיהנום. אתה הגיבור שלי! שאלוהים יברך אותך ואת אמריקה. תודה רבה טראמפ״   📸: דוברות הבית הלבן,186,3817,289,https://www.instagram.com/p/DZZLHPxic0V/
18191450071332177,2026-06-10,08:48,Photo,FEED,"⁨	⁨	גורם אמריקני בכיר התייחס לתקיפות ארצות הברית באיראן ומסר ל-CNN: ״מדובר בירי אזהרה בלבד. אנחנו מעריכים שהדבר לא יפגע במאמצים הדיפלומטיים להגיע להסכם״.   משמרות המהפכה של איראן טענו כי הן הגיבו לתקיפות האמריקניות ותקפו בבסיסי ארה״ב בירדן, כוויית ובחריין   ‪@ramelibrandts‬  📸: AP/Pablo Martinez Monisivais, Vahid Salemi⁩⁩",323,512,18,https://www.instagram.com/p/DZZOlQxigvV/
18021210692837011,2026-06-10,09:26,Photo,FEED,"״נשקול לאפשר לנפגעות תקיפה מינית להיבדק בידי אישה״ 👇  פסק דין תקדימי קבע כי הביטוח הלאומי יאפשר התאמות מיוחדות לנפגעות תקיפה מינית ולשורדות זנות בוועדות הרפואיות. בין השאר, בביטוח הלאומי בישרו כי הם ״ישקלו לאפשר לנפגעות לבחור בודקת אישה״, בנוסף לבחינת אפשרות לקיום הוועדות בשיחת וידאו.   פסק הדין הוגש בעקבות ערעור של ארבעה נפגעי עבירות מין ושורדי זנות, שהעידו כי הוועדות הרפואיות לא הותאמו לנסיבות הרגישות  @veredpelman  📸: התמונה נוצרה באמצעות בינה מלאכותית",459,2613,252,https://www.instagram.com/p/DZZS4GEirSE/
18104510590824732,2026-06-10,10:57,Reel,REELS,"⁨	⁨	ח״כ שמחה רוטמן מהציונות הדתית, יו״ר ועדת החוקה בכנסת, הצהיר שלממשלה הייתה ״קדנציה נפלאה״ - והוציא מהדיון משפחות שכולות שהתנגדו לאמירה. רוטמן הורה להוציא את מירב סבירסקי,  שאיבדה את הוריה רפי ואורית בטבח בקיבוץ בארי, ואת אחיה איתי שנחטף ונרצח בשבי חמאס, ואת גיל דיקמן, בן דודה של כרמל גת שנחטפה ונרצחה בשבי, שאיבד בני משפחה נוספים בטבח  ‪@dikla_aharon‬  📸: באדיבות ערוץ הכנסת‪@knessettv‬tv⁩",393,2575,473,https://www.instagram.com/reel/DZZdVJXj-xP/
18103940068838661,2026-06-10,12:12,Carousel,FEED,"⁨	הישראלים מתכוננים למונדיאל 2026: הנתונים האחרונים מ-Google Trends חושפים עלייה של אלפי אחוזים בחיפושים בנושא ב-Google >>>  @googleisrael  📸: AP/Natacha Pisarenko, DIETHER ENDLICHER, Bikas Das⁩",194,389,1,https://www.instagram.com/p/DZZl_nmESlp/
18097406089913037,2026-06-10,14:05,Reel,REELS,"⁨	⁨	הנשיא הרצוג פנה לנשיא לבנון בערבית: ""מושיט יד לשלום, הוקיעו את חיזבאללה ואיראן מתוככם""  ‪@gilicohen10‬  קרדיט: גרגורי באדו, מקליט: גדעון ארנולד⁩⁩",149,1628,316,https://www.instagram.com/reel/DZZy3MRlc-n/
17992016135975923,2026-06-10,17:40,Photo,FEED,"""אזהרת הפינוי"" לתושבי המרכז  הפלג הירושלמי פרסם ״הודעת פינוי״ לקראת המחאות שצפויות להתקיים מחר במרכז הארץ. ההודעה עוצבה בדומה להודעות פינוי של דובר צה״ל, ונכתב בה:״אזור זה ייחסם לתנועה עקב המשך מעצרם של בחורי הישיבות ורדיפת עולם התורה״.  לפי מארגני ההפגנןת הן צפוית ""לשתק נתיבי תחבורה מרכזיים במרכז הארץ"". המחאה מגיעה על רקע מעצרם  של מפגינים חרדים שהגיעו לביתו של שופט בית המשפט העליון, נעם סולברג. המפגינים גרמו לנזק רב, וככ-אפ שני אדם נעצרו על ידי המשטרה.",458,1433,353,https://www.instagram.com/p/DZaLgqvDdo_/
17885057388420893,2026-06-10,18:08,Photo,FEED,"פעיל הימין מרדכי דוד נחקר היום באזהרה בתחנת המשטרה בגלילות לאחר שתועד בתחילת השבוע חוסם את רכבו של אייל ברקוביץ'. דוד חשוד בעבירות של פגיעה בפרטיות, מטרד לציבור והתנהגות פרועה במקום ציבורי. גם ברקוביץ' עצמו, שתועד נוסע כשדוד על רכבו, צפוי להיחקר בחשד לנהיגה רשלנית  @hadasgrinberg  📸: Avshalom Sassoni/Flash90",309,824,120,https://www.instagram.com/p/DZaOuiMDEQE/
18078300566270088,2026-06-10,22:25,Photo,FEED,"צה""ל מגיב ל'מכתב הרבנים' שהתנגדו לשירות בשריון  בצ""הל פרסמו את תגובת הצבא למכתב ראשי ישיבות ההסדר, שהודיעו על התנגדות לגיוס תלמידיהם לשריון בעקבות הפיילוט לשילוב לוחמות בחיל. במכתב שפורסם מטעם צה""ל, נאמר כי ""בכלל האפשרויות הנבחנות בפיילוט לא עתיד להתקיים שירות משותף של גברים ונשים באותה המסגרת"".  על הפיילוט עצמו נאמר בהודעה - ""צה״ל פועל לשלב נשים בתפקידי לחימה ככל הניתן. הפיילוט יתבצע בהתאם לפקודת השירות המשותף. בנוסף צוין כי ""אחרי שנתיים וחצי של לחימה, צה״ל זקוק לכל לוחם ולוחמת. בכירי צה""ל עומדים בחודשים האחרונים בקשר רציף עם ראשי ישיבות ההסדר ונציגיהם לצד גורמים נוספים בציבור הדתי-לאומי"".  אתמול הודיעו 12 ראשי ישיבות הסדר על הפסקת גיוס לחיל השריון, החל מהגיוס הבא ולקראת החיול הצפוי בשבוע הבא. זאת, בעקבות פסיקת בג""ץ לפיה יש לאפשר את שילובן של לוחמות בחיל.  במכתב ששלחו ראשי הישיבות, הם דרשו מהצבא למצוא פיתרון לתלמידים בעלי פרופיל שאיננו מאפשר שירות בחי""ר. ""הכנסת חיילות לטנקים במעורב עם חיילים בנים, יש בה פגיעה רוחנית ומעשית ביכולת הלחימה"". ראשי הישיבות הוסיפו כי ""לאחר שיקול דעת נוקב, החלטנו ששירות בשריון אסור על פי ההלכה ולכן לא נשלח את תלמידינו לשירות בשריון"".  צילום: דובר צה""ל @roysharon11",1108,742,193,https://www.instagram.com/p/DZasGowkTBT/
18111687358924777,2026-06-11,08:46,Photo,FEED,"⁨	הכה אישה באלימות, הטיל את גופתה ברחוב - וירצה רק שמונה שנות מאסר👇  ראוף שמילוב, בן 60 מתל אביב, הורשע רק בעבירות של חבלה בנסיבות מחמירות כלפי מרינה מלינובסקה, שנמצאה מתה במרץ 2024. מלינובסקה, קורבן סחר שהגיעה לישראל מאוקראינה, הותקפה על ידי שמילוב בשני מקרים נוספים, בהם סגרה המשטרה את התיקים. שמילוב הורשע רק בעבירות של חבלה בנסיבות מחמירות ונידון לשמונה שנות מאסר.  מלינובסקה הגיעה לישראל ב-2020 מאוקראינה, הייתה קורבן סחר, חסרת מעמד ודיור ונמצאה במעגל הזנות. במהלך מלחמת חרבות ברזל שמילוב תקף אותה קשות באמצעות חפץ חד ובאגרופים, וגרם לה לחבלות שונות ובהם פצע בראשה. כעבור דקות ספורות הוא הוציא את גופתה מדירתו כשהיא עטופה בסדין.  בתחילה יוחסה לשמילוב עבירת רצח, אלא שבהמשך קבעה חוות הדעת של המכון לרפואה משפטית כי לא ניתן לקבוע קשר סיבתי בין אירוע התקיפה לבין מותה של מרינה, וכתב האישום תוקן לעבירת חבלה בנסיבות מחמירות. הפרקליטות ביקשה לגזור על שמילוב 11 שנות מאסר אך השופטת מעיין בן ארי מבית המשפט המחוזי בתל אביב קבעה כי הוא ירצה שמונה בלבד.  שמילוב הורשע בעוד שני מקרי אלימות נוספים שנקט נגד מרינה בשנים 2022 ו-2023 ,אירועים שדווחו למשטרה, אך באותו הזמן נסגרו התיקים. השופטת בן ארי התחשבה בקביעת גזר הדין במצבו הנפשי של הנאשם ובעובדה כי הוא נעדר גורמי תמיכה, על אף שלא נטל אחריות על מעשיו.  נעמה גולדברג, מנכ""לית עמותת ""לא עומדות מנגד"" לסיוע לנשים במעגל הזנות, מסרה: ""אם הייתה לה משפחה או קהילה שצועקת את שמה ודורשת צדק, אולי היינו שומעים יותר זעזוע. אבל הייתה שקופה בחייה, ועכשיו היא שקופה במותה. למעשה זו השאלה הקשה, מה שווים בינינו החיים של אישה בזנות, של קורבן סחר שאין מי שילחם עבורה? בעיני העונש הזה הוא לא רק נמוך, הוא מסר נוראי. הוא אומר שיש נשים שהחיים שלהן מספרים פחות, וזה עוד קלון על כולנו"".  מפרקליטות מחוז ת""א נמסר בתגובה: ""הפרקליטות עתרה לעונש של 11 שנות מאסר, אשר לשיטתנו שיקף את חומרת המעשים, היקפם והפגיעה שנגרמה למתלוננת. לצד זאת, אנו סבורים כי העונש שהוטל בפועל - שמונה שנות מאסר - הוא עונש משמעותי וראוי בנסיבות העניין, המשקף את חומרת העבירות ועשיית צדק לנפגעי עבירה, ובהעברת מסר ברור של גינוי והרתעה כלפי מעשי אלימות מתמשכים"".  ‪@veredpelman‬  📸: (בתמונה - מרינה מלינובסקה)⁩",2005,1154,160,https://www.instagram.com/p/DZbzLoaDs5y/
18118560742811889,2026-06-11,09:31,Photo,FEED,⁨	בן ה-25 שנעצר לאחר שצילם צעירה בתא מדידה בקניון בתל אביב - חשוד גם באונס👇   בעקבות פרסום תמונתו של הצעיר הגיעה למשטרה תלונה על אונס נגדו. המשטרה תבקש להאריך את מעצרו גם בגין חשד לאונס' וגם בגין שני מקרים של פגיעה בפרטיות ועבירות מין לאחר שצילם נשים בתאי מדידה.  ‪@hadasgrinberg‬  📸: דוברות המשטרה⁩,299,1104,56,https://www.instagram.com/p/DZb4YL8FmZm/
17966882751083107,2026-06-11,09:48,Photo,FEED,"⁨	⁨	⁨	""קיבלתי החלטה שיהיה מה שיהיה - אני ממשיך קדימה ולא עוצר""👇  לוחם המילואים אלון קמינר שנפצע אנושות במלחמת ""חרבות ברזל"" - סיים לימודי הנדסת תעשיה וניהול בהצטיינות. קמינר, שירת במילואים ביחידת ""סנפיר"" ונפצע אנושות במהלך הקרבות בעזה. הוא עבר שיקום מורכב בארץ ובארה""ב, תוך כדי שהמשיך את לימודיו באוניברסיטת תל אביב.  קמינר סיפר: ""אני זוכר אפילו שחבר עדכן אותי בבית החולים, שביטלו לי את הלימודים כדי שאני לא אשלם סתם, וזה עוד היה בתקופה שלא יכולתי בכלל לזוז, ואמרתי לו שבשום אופן אני לא מסכים, ושיבקש מיד לבטל את הביטול. גם אחרי הפציעה הקשה לא הפסקתי ללמוד אפילו לרגע אחד, עשיתי זאת גם בטיפול נמרץ וגם בארה""ב בזמן שאני נמצא בתהליך השיקום ובהתאמת פרוטזות. הוכחתי לעצמי, ואני מקווה שכך גם לאחרים, שאין דבר העומד בפני הרצון. רצון קשה מפלדה, משולב עם מוח גמיש, כזה שמתאים את עצמו לשינויים"".   ‪‪@liran_kogahinoff‬‬  📸: יעל צור⁩",822,3838,99,https://www.instagram.com/p/DZb6WPbFtZC/
