"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
18280002643292491,17841407868310918,kan_news,"כאן חדשות","אחרי שנעצר בחשד לתקיפה של בת זוגו: עיריית דימונה ביטלה את הופעתו של הזמר אופק אדנק👇

ראש עיריית דימונה בני ביטון אמר: ""עד שלא תוכח חפותו הנחיתי לבטל את ההופעה.אם הוא יצא זכאי נשמח להזמין אותו מחדש להופעה בעירייה. אני מצטער בפני כל הילדים שנפגעו מביטול ההופעה, אבל הנושא המגדרי מאוד חשוב לי""

@itsik_z 
📸: עמוד האינסטגרם של אופק אדנק",0,"08/10/2026 02:08",https://www.instagram.com/p/Db2qD9FFoN9/,"IG image",,Lifetime,120965,55382,1573,414,8,68,47
18151711717496532,17841407868310918,kan_news,"כאן חדשות","ה""אלמנה השחורה"" מאיראן👇

בית המשפט באיראן הודיע כי גזר עשרה עונשי מוות על כולסום אכברי, שהורשעה בביצוע שורת מעשי רצח לאורך 20 שנה

אכברי, בת ה-56, שידועה בכינוי ""האלמנה השחורה"", עומדת מאחורי שורת רציחות שמסעירה את איראן. היא נישאה לאדם בן 82 במסגרת נישואים זמניים, המוכרים גם כ""נישואי הנאה"", המותרים לפי ההלכה השיעית, תמורת מוהר בסך 5 מיליארד ריאל

חודשים בודדים לאחר שהחלו לחיות יחדיו, בעלה הטרי של כולסום הבין שהיא רוצה לרצוח אותו. כמה ימים לפני מותו, סיפר לילדיו מנישואים קודמים, שכולסום הכריחה אותו ליטול תרופות ללחץ דם ולמחלות לב, ואמר כי הוא מרגיש שהוא עומד להתעלף בכל פעם שהוא שותה את המשקאות שהכינה עבורו. כמה ימים לאחר מכן הוא מת, וילדיו פנו לתובע המקומי

במעצרה לפני כשנה, התוודתה כולסום כי רצחה את בעלה, והודתה ברצח של 11 בני אדם נוספים - כולם גברים בני יותר מ-75, להם נישאה בנישואים זמניים, ולאחר כחודשיים-שלושה של חיים משותפים, רצחה אותם. השיטה הייתה דומה: הכריחה אותם לבלוע תרופות או המיסה אותן במשקאות שהגישה להם.

דוברות הרשות השופטת במחוז מאזנדראן הודיעה הבוקר כי נגזרו עשרה עונשי מוות שונים על הרוצחת הסדרתית כולסום אכברי, שהורשעה על ידי הרשויות באיראן בביצוע שורת מעשי רצח לאורך 20 שנה. הסיבה לריבוי עונשי המוות היא כי החוק האיראני מאפשר למשפחה של כל קורבן רצח להגיע להסדר עם הנאשם, ולבטל את גזר הדין תמורת כופר נפש, בהתאם להלכה האיסלאמית

התקשורת באיראן דיווחה כי אחת ממשפחות הקורבנות הגיעה להסכם עם הרוצחת, ואילו אחרות גם כן הביעו את רצונן לקבלת כופר נפש, בקשה שבית המשפט במדינה ידון בה, לאחר שכלל נכסיה הוקפאו

@omershahar10 
📸: התקשורת האיראנית",0,"08/10/2026 01:29",https://www.instagram.com/p/Db2lhiVFjxt/,"IG image",,Lifetime,89803,47650,760,177,0,58,48
18374601145239221,17841407868310918,kan_news,"כאן חדשות","האב סימן את היעד, הבן יצא להגשים אותו. בפרק עם יואב קרקובסקי: הצוואה הפוליטית של טומי לפיד, הדרך של יאיר לראשות הממשלה והסיפור שמאחורי האמירה ""יאיר לפיד הוא טרגדיה"".

🎧 ""עד הקצה"" עם קרן נויבך, הסכת האקטואליה מבית כאן חדשות, זמין באתר וביישומון כאן ובכל יישומוני ההסכתים",56,"08/10/2026 01:09",https://www.instagram.com/reel/Db2jNF_AFRZ/,"IG reel",,Lifetime,35585,22672,374,15,0,38,35
18113637784889015,17841407868310918,kan_news,"כאן חדשות","⁨	העצה החשאית למדינה באזור: תלכו להסכם עם ישראל - לקראת מלחמה

‪@roikais‬⁩",51,"08/09/2026 23:59",https://www.instagram.com/reel/Db2bNGDFdMc/,"IG reel",,Lifetime,86241,57241,1814,370,6,291,136
17896256451577500,17841407868310918,kan_news,"כאן חדשות","הזמר אופק אדנק חשף בעמוד האינסטגרם שלו כי הוא החשוד בתקיפת בת זוגו👇

בפוסט שפרסם בחשבון האינסטגרם שלו כתב אדנק: ""חשוב לי שתשמעו את הדברים ישירות ממני, בלי תיווכים ובלי כותרות שקריות. הימים האחרונים היו מורכבים עבורי. חוויתי פרידה מזוגיות שהייתה מלאה באהבה עוצמתית. כחלק מוויכוח פרטי עם בת זוגתי לשעבר, נפגעתי ברגלי. מתוך הכאב והסערה של אותו הרגע הוויכוח הפך לטעון וסוער"", כתב הזמר

לדבריו אופק אדנק הוא לא פעל באלימות כלפי זוגתו. ""חשוב לי לומר בצורה הברורה והחד משמעית, מעולם לא הייתי ולא אהיה אלים. לא כלפיה, לא כלפי אף אישה ולא כלפי אף אדם. כבוד לאדם ולנשים הוא ערך עליון בחיי. בית המשפט עיין בכל הפרטים, הבין את התמונה המלאה והורה על שחרורי""

בת הזוג של אדנק התייחסה אתמול למקרה, ואמרה: ""עברתי לילה מטלטל, נפשית אני פשוט מרוסקת"". לאחר דיון בהארכת מעצרו הוא שוחרר למעצר בית

אדנק נעצר לאחר ריב קולני בינו לבין בת זוגו, שהתלוננה על כך שפגע בה ושבר את חלונות רכבה במהלך הוויכוח. מנגד, הזמר טען כי לא תקף אותה פיזית ושהיא דרסה אותו בזמן שנכחו במגרש החנייה

על כך טענה בפוסט בחשבון האינסטגרם שלה: ""לא דרסתי אף אחד, זו האשמה חסרת בסיס לחלוטין. הסיפור כל כך פשוט וזה מטורף שהוא הגיע לממדים כאלה""

@amitharari8 
📸: רשתות חברתיות",0,"08/09/2026 23:43",https://www.instagram.com/p/Db2Za-IFhkC/,"IG carousel",,Lifetime,43448,21001,334,53,1,31,6
18110723228283036,17841464234747957,kan_reshetb,"כאן רשת ב","⁨	⁨	⁨	במדינות האזור מרדימים את ישראל? חשיפת כאן חדשות👇 

גורמים באחת ממדינות האזור יעצו לגורמים במדינה אחרת להתגמש טקטית וללכת להסכם עם ישראל. זאת, כדי “להרדים אותה” בזמן הכנות לעימות גדול יותר נגדה. כך נחשף היום לראשונה בכאן חדשות, מפי גורמים יודעי דבר.

בהידברות בין הצדדים אמרו הגורמים לבני שיחם כי צריך ללכת להסכם על מנת להפר אותו כשבמקביל הם יתכוננו למלחמה. גם מנהיג חמאס יחיא סינוואר נקט באותה גישה והרדים את ישראל כשאותת שהוא מוכן ל”שקט תמורת שקט”, ובו בזמן הכין את תוכניות טבח 7 באוקטובר.

מכלול הדברים מעלה תמונה מטרידה באשר לכוונותיהן של מדינות האזור. האם בדומה למה שישראל חוותה עם חמאס לפני 7 באוקטובר, גם במקרה הנוכחי ישראל שוב משכנעת את עצמה בנכונות של מדינות האזור להתקדם לנורמליזציה? או במילים אחרות: האם ישראל לא לוקה בקונספציה, גם במקרה הזה?

‪‪‪@roikais‬‬‬⁩⁩⁩
📸: AP",0,"08/09/2026 22:08",https://www.instagram.com/p/Db2OgKlsN8l/,"IG image",,Lifetime,83773,44445,908,159,1,211,0
18105914816150553,17841407868310918,kan_news,"כאן חדשות","⁨	""בזבזתי מיליונים במסעדות"" 💸

ראובן לקח 2,016 שקלים שנועדו לחשבון החשמל, קנה בהם טופסי לוטו וזכה ב-12.5 מיליון. אחרי וילה, מרצדס ושנה בלי לעבוד, הוא איבד הכול וחזר לעבוד בצבע

‪@ifatglick‪@almogtamar‬ar⁩",49,"08/09/2026 11:36",https://www.instagram.com/reel/Db1GKfKDDyb/,"IG reel",,Lifetime,185695,135415,2063,1707,1,134,146
18149224405519171,17841407868310918,kan_news,"כאן חדשות","גוש נתניהו מתחזק, האיחודים לא עוברים: סקר כאן חדשות 👇

""הליכוד"" התחזקה ל-24 מנדטים ועקפה את ""ישר"" שנשארה על 23, בעוד ""ביחד"" של בנט מתייצבת ב-13 מנדטים. מפלגת איחוד טרופר-הנדל ומפלגת איחוד ארדן-אדלשטיין מתחת לאחוז החסימה, הדמוקרטים וגולן חזרו ל-10 מנדטים וישראל ביתנו עם 10 מנדטים גם היא לאחר שהתחזקה במנדט אחד

הסקר המלא של כאן חדשות ומכון קנטאר בראשות דודו חסיד באתר כאן חדשות

@shahar.glick.news @shapirayaara 
📸: פלאש 90",0,"08/09/2026 10:33",https://www.instagram.com/p/Db0_C1rEdAN/,"IG carousel",,Lifetime,100330,47590,756,48,2,211,36
18083325308267751,17841407868310918,kan_news,"כאן חדשות","אסון במערת קשת בגליל המערבי: תלמיד ישיבה בן 16 נפל מגובה של כ-35 מטרים, ככל הנראה במהלך גלישת סנפלינג. פרמדיקים של מד""א ירדו לחלץ אותו באמצעות סנפלינג ואיתרו אותו מחוסר הכרה. הם ביצעו בו פעולות החייאה, אך לבסוף נאלצו לקבוע את מותו.

צילום: הדס פרוש, פלאש 90

@אורלי אלקלעי",0,"08/09/2026 09:23",https://www.instagram.com/p/Db02_xQlaF6/,"IG image",,Lifetime,147538,75327,1938,407,2,104,66
18126695836813358,17841407868310918,kan_news,"כאן חדשות","במשך חודשים הן חשבו שהן מנהלות קשר עם גבר, עד שנחשפה הזהות שמאחורי הטלפון 👇

צעירה בשנות ה-20 לחייה נעצרה בדירתה בפתח תקווה בחשד שהתחזתה לגבר וניהלה לאורך השנים קשרים רומנטיים ומיניים עם נשים, בעיקר בטלפון וברשת. ""חודשים היינו בקשר רומנטי ואישי, עד שגיליתי שזאת אישה"", סיפרה אחת המתלוננות למשטרה. 

בשלב זה ידוע למשטרה על חמש נשים שנפגעו לכאורה מדפוס דומה. מחר היא תבקש להאריך את מעצר החשודה, ולהתיר את פרסום שמה בניסיון לאתר נפגעות נוספות.

@anna.pines 
האילוסטרציה נוצרה באמצעות AI ✨",0,"08/09/2026 07:33",https://www.instagram.com/p/Db0qZnWjHnR/,"IG image",,Lifetime,137153,73450,1024,761,3,101,81
17941063842072160,17841407868310918,kan_news,"כאן חדשות","החיפושים בנהר הירדן הסתיימו בבשורה הקשה: בן 12 שהתהפך עם סירה סמוך לאגמון החולה ונעלם במים אותר ללא רוח חיים בתום סריקות נרחבות.

כוחות כיבוי והצלה, משטרה, מסוק ומתנדבי יחידת חילוץ גולן השתתפו בחיפושים. רק לפני כשבועיים נהרגו חלא עזאם ואימאן ח'יר, בנות 13 מהצפון, לאחר שנסחפו במקטע אחר של הנהר.

@rubih 
📸: כבאות והצלה לישראל",0,"08/09/2026 06:39",https://www.instagram.com/p/Db0kR50jGyx/,"IG image",,Lifetime,89996,52089,831,113,0,22,15
18097229267118605,17841407868310918,kan_news,"כאן חדשות","סוף סוף זה קורה 👇

רשת הביוטי הבינלאומית ספורה תפתח סניפים בישראל - כבר בתוך שבועיים. לפי הודעת הרשת, ייפתחו 6 חנויות עצמאיות בקניונים ברחבי הארץ, ועוד 6 ""קורנרים"" - פינת המותג בתוך חנות קיימת. הנציגויות הראשונות ייפתחו כבר ב-20 באוגוסט.

הסניפים הראשונים ייפתחו בקניון עזריאלי בתל אביב, בקניון מלחה ובקניון איילון. ה""קורנרים"" ייפתחו בסניפי ""גלאם 42"", הזכיין שמביא את המותג לישראל. 

יש להבהיר כי בסניפים בארץ לא יימכרו המותגים הבולטים של הרשת, והחנויות ישווקו את ""ספורה קולקשן"", כלומר מותג הבית של ספורה. המותגים המובילים, אלו שהופכים את ספורה לפופולארית - כמו Fenty, רייר ביוטי Huda ועוד - כל אלו עוד לא יהיו כאן.  עם זאת, גורמים שעומדים מאחורי המהלך מסבירים שמדובר בפיילוט בשוק הישראלי. אם המהלך יצליח - השאיפה היא שבתוך שנתיים ניתן יהיה לראות פעילות רחבה יותר שתתקרב לפורמט המלא של הרשת.

@ofirhalperin",0,"08/09/2026 05:31",https://www.instagram.com/p/Db0ce4eFSVW/,"IG image",,Lifetime,179835,87514,1707,3464,11,48,105
17911403385445031,17841407868310918,kan_news,"כאן חדשות","לראשונה: נתניהו מסרב באופן רשמי למתווה מועצת השלום

ראש הממשלה בנימין נתניהו הכריז בישיבת הממשלה כי ""ישראל שוללת את מסמך 15 הנקודות"" - המתווה שהציגה מועצת השלום בעזה. ראש הממשלה הוסיף - ""צה""ל לא יבצע נסיגה עד פירוק אמיתי של חמאס מנשקו. זה אומר כל הנשק. פירוק אמיתי, לא פיקטיבי.""

נתניהו התייחס לביקורת לפיה עד כה לא נמסרה התייחסות רשמית של ישראל למתווה של מועצת השלום. ""שמעתי שאומרים 'לא אמרתם'. אמרנו, אבל הנה אני אומר עוד פעם: ישראל שוללת את המסמך"". על השיח מול הממשל בוושינגטון לגבי עזה אמר ראש הממשלה ""יש להם רעיונות, חלק מהם מקובלים עלינו וחלק לא מקובלים עלינו"". 

בשבוע שעבר נפגש ניקולאי מלאדנוב, מנכ""ל ""מועצת השלום"", עם נתניהו וביקש ממנו לעצור את התקיפות והחיסולים ברצועה למשך שבועיים. זאת, כדי לאפשר מו""מ על פרטי ההסכם עם חמאס ויישום מתווה מועצת השלום. מאז נמנע צה""ל מהמשך התקיפות בעזה. במקביל, חברים בממשלה תקפו בחריפות את המתווה ואמרו שישראל לא תסכים לו.

צילום: AP",0,"08/09/2026 04:51",https://www.instagram.com/p/Db0X5LdFQCS/,"IG image",,Lifetime,44215,25858,413,5,1,54,10
18328478140278348,17841407868310918,kan_news,"כאן חדשות","⁨	בת 18 הגיעה לניתוח אף  וסיימה בטיפול נמרץ בגלל שהוכנס לאף שלה טמפון עם חומצה במקום עם חומר הרדמה: ""הוא שרף לה את כל המערכת מלמעלה עד למיתרי הקול""👇

בת ה-18 הגיעה לניתוח אף אסתטי במרכז הרפואי TLV MEDICAL, ובשלב ההכנה לניתוח הוכנס לאף שלה טמפון שהיה ספוג בחומצה במקום בחומר הרדמה. הצוות הרפואי הבין את הטעות תוך זמן קצר, היא הורדמה והונשמה והועברה באמבולנס לבית החולים איכילוב - שם היא מאושפזת במחלקת טיפול נמרץ 

אמה של הצעירה סיפרה בשיחה עם כאן חדשות: ""הוא שרף לה את כל המערכת מלמעלה עד למיתרי הקול - הכל כוויות. זו רשלנות רפואית קשה מאוד. כרגע הילדה בטיפול נמרץ, מקבלת מורפיום ואנטיביוטיקה""

בבית החולים איכילוב הצליחו לייצב את מצבה של הצעירה. כעת היא כבר לא מורדמת אך עדיין מאושפזת בבית החולים. עם זאת הצוותים טרם העריכו את מידת הנזק שנגרמה לה בשל הטעות

ד""ר מיכאן בירן, המנהל הרפואי של TLV MEDICAL הסביר בשיחה עם כאן חדשות: ""מדובר במקרה מצער. הוכנס טמפון שהכיל חומצה במקום החומר המרדים. טעות אנוש של אחות מוסמכת וותיקה. הטעות התגלתה אחרי פחות מדקה והטמפון הוצא. אם לא היו עולים על זה מהר - זה היה נגמר אחרת. לאחר בירור, לשמחתי - בדקו את הקיבה ואת האיברים הפוטנציאליים שיכלו להינזק - ואין נזק. זו אכן טעות מצערת שנמצאת בבירור""

‪@nov_reuveny‬ 
📸(אילוסטרציה): התמונה נוצרה באמצעות AI⁩",0,"08/09/2026 02:48",https://www.instagram.com/p/Db0J0-kFlf0/,"IG image",,Lifetime,299001,173100,1980,1550,17,243,238
18432534133131133,17841407868310918,kan_news,"כאן חדשות","⁨	""במטרה להרתיע ולאיים על אופן הסיקור"": כתב אישום יוגש נגד החשוד בניפוץ הדלתות של חדשות 12 והארץ👇

הצהרת תובע הוגשה נגד תושב רמת גן בשנות ה-40 לחייו עקב מעורבות בחמישה אירועים של גרימת נזק לרכוש וסחיטה באיומים כלפי מספר מערכות תקשורת ומשרד המשפטים

במהלך חודש יולי השנה, התקבלו דיווחים שונים על נזקים שבוצעו כלפי הכניסה לבניינים בהם ממוקמים משרדים של כלי תקשורת: חדשות 12, מערכת עיתון הארץ, ישראל היום וכן, כלפי בניין משרד המשפטים

עפ""י החשד, הנזקים לדלתות הכניסה, בוצעו באמצעות לבנים וכוונו כלפי מערכות התקשורת, במטרה להרתיע ולאיים על אופן הסיקור התקשורתי של המערכות. בנוסף לנזקים שנגרמו לדלתות הביניינים, הגדיל החשוד להניח, מכתב איומים כלפי אנשי תקשורת ואישי ציבור בכניסה לחדשות 12

‪@anna.pines‬ 
📸(דלת הכניסה המנופצת בבניין חדשות 12 בתל אביב) צילום: חדשות 12⁩",0,"08/09/2026 02:25",https://www.instagram.com/p/Db0HMjKltOH/,"IG image",,Lifetime,27383,15239,285,2,0,40,7
18120694906897188,17841407868310918,kan_news,"כאן חדשות","כדורגלן נבחרת ישראל ענאן חלאילי בדרך לעבור לקריסטל פאלאס, לאחר שסיכם את תנאיו👇

לפני כחודש חלאילי אמור היה לעבור לאינטר מילאנו, אלופת איטליה, אך המעבר לא קרה בגלל בדיקות רפואיות לא מספיק טובות ביחס לסטנדרט האיטלקי. קריסטל פאלאס סיימה בעונה שעברה במקום ה-15 בפרמייר ליג

@yoavborowitz 
📸: AP",0,"08/09/2026 01:12",https://www.instagram.com/p/Dbz-0ILlp4x/,"IG image",,Lifetime,51939,28731,589,21,0,9,19
18427413973180602,17841407868310918,kan_news,"כאן חדשות","⁨	משרד החוץ באזהרה לישראלים ביוון: התרחקו מהפגנות והצניעו סממנים יהודיים וישראליים👇

בהודעה של משרד החוץ, נכתב כי צפויות להתקיים היום הפגנות ועצרות מחאה בעשרות מוקדים ברחבי יוון, לרבות באתונה, סלוניקי, באיים ובמוקדי תיירות שונים, על רקע המלחמה בעזה

לאור היקפן הצפוי של המחאות והאפשרות להתקהלויות נרחבות ולהפרות סדר, משרד החוץ המליץ לאזרחים ישראלים השוהים ביוון ""לגלות ערנות מוגברת, להתרחק ממוקדי הפגנות והתקהלויות ולהימנע מכל חיכוך או עימות עם מפגינים"". כמו כן, נכתב כי ""מומלץ להצניע סממנים ישראליים ויהודיים ולהימנע מפרסום ברשתות החברתיות של מיקום השהייה בזמן אמת""

@gilicohen10 
📸 (אילוסטרציה): AP⁩",0,"08/08/2026 23:26",https://www.instagram.com/p/Dbzyoggjt0k/,"IG image",,Lifetime,52453,28080,380,209,0,39,18
18011604833938677,17841407868310918,kan_news,"כאן חדשות","⁨	⁨	⁨	ישראלי ואמריקאי נקלעו לקטטה בשדה תעופה בפיליפינים. עדי ראייה טוענים כי האמריקאי קנט סקוט לי צעק לעבר הישראלי נעם שמעון רוזנברג אמירות אנטישמיות: ""יהודי רוצח ילדים"", ""היטלר צדק"", ""חבל שהיטלר לא סיים"". בתגובה, רוזנברג בעט בלי, והם החלו להתקוטט 

@yechez.korn 
📸: Tempo⁩⁩⁩",19,"08/08/2026 13:18",https://www.instagram.com/reel/DbytGizD3jf/,"IG reel",,Lifetime,186355,89933,2050,280,2,201,121
18138642784605271,17841407868310918,kan_news,"כאן חדשות","⁨	חברת פרלמנט מהאופוזיציה בקוסובו השליכה ביצים על ממלא מקום ראש הממשלה. ר""מ הודיע כי יידרש עוד זמן עד להצעת מועמד ליו""ר הפרלמנט, והיא בתגובה שלפה ביצים מהתיק וזרקה לעברו 

@yechez.korn 
📸: REUTERS / KOSOVO PARLIAMENT⁩",12,"08/08/2026 12:46",https://www.instagram.com/reel/DbypbHBFR3j/,"IG reel",,Lifetime,86532,56226,706,168,5,21,37
17948129865039351,17841407868310918,kan_news,"כאן חדשות","⁨	תיעוד לא שגרתי מרוסיה: שתי נוסעות שפספסו את העלייה למטוס לא ויתרו - וניסו לרדוף אחריו במסלול ההמראה. הניסיון לא צלח, ואיש צוות ליווה אותן החוצה 

(דב גיל-הר)⁩ @yechez.korn",63,"08/08/2026 12:06",https://www.instagram.com/reel/DbykyhKFFCh/,"IG reel",,Lifetime,110692,67486,1083,488,0,35,68
18087030521659680,17841464234747957,kan_reshetb,"כאן רשת ב","""אתם לא באמת חרדים"": הרב גוטליב במסר לחרדים המפגינים בבית הקפה שפתוח בשבת בירושלים - ""אם אתה לא מסוגל לחיות עם השונה, אתה צריך לטפל בעצמך. כל סיטואציה של איבה כלפי מי שנמצא מחוץ לי, זה אומר שאני חולה מבפנים""",67,"08/08/2026 11:51",https://www.instagram.com/reel/DbyjFWBRmcw/,"IG reel",,Lifetime,302710,236705,22622,2934,52,820,0
17905133991310478,17841407868310918,kan_news,"כאן חדשות","בשבועות האחרונים עשרות חרדים מנסים לחסום את צומת מירון במחאה על אוטובוסים ציבוריים שנוסעים לפני צאת השבת. השבוע, תושבים חילונים הפגינו והתעמתו איתם 

@rubih
📸: אסף",34,"08/08/2026 11:16",https://www.instagram.com/reel/DbyfIj_HRY-/,"IG reel",,Lifetime,63234,47262,1019,93,5,252,34
